country_old,country,region_old,region,adm1_old,adm1,adm2_old,adm2
Sierra Leone,Sierra Leone,NA,NA,Northern Province,Northern Province,Tonkolili,Tonkolili
Sierra Leone,Sierra Leone,NA,NA,Northern Province,Northern Province,Kambia,Kambia
Sierra Leone,Sierra Leone,NA,NA,Western Area,Western Area,Western Rural,Western Rural
Chad,Chad,NA,NA,Batha,Batha,NA,NA
Chad,Chad,NA,NA,Chari-Baguirmi,Chari-Baguirmi,NA,NA
Chad,Chad,NA,NA,Logone Occidental,Logone Occidental,NA,NA
Chad,Chad,NA,NA,Hadjer-Lamis,Hadjer-Lamis,NA,NA
Chad,Chad,NA,NA,Barh-El-Gazel,Barh El Gazal,NA,NA
Chad,Chad,NA,NA,Logone Oriental,Logone Oriental,NA,NA
Chad,Chad,NA,NA,Mandoul,Mandoul,NA,NA
Chad,Chad,NA,NA,Lac,Lac,NA,NA
Chad,Chad,NA,NA,Guera,Guera,NA,NA
Chad,Chad,NA,NA,Sila,Sila,NA,NA
Chad,Chad,NA,NA,Tandjile,Tandjile,NA,NA
Chad,Chad,NA,NA,Mayo Kebbi Est,Mayo-Kebbi Est,NA,NA
Chad,Chad,NA,NA,Ouaddai,Ouaddai,NA,NA
Chad,Chad,NA,NA,Kanem,Kanem,NA,NA
Chad,Chad,NA,NA,Mayo-Kebbi Ouest,Mayo-Kebbi Ouest,NA,NA
Chad,Chad,NA,NA,Salamat,Salamat,NA,NA
Chad,Chad,NA,NA,Wadi Fira,Wadi Fira,NA,NA
Chad,Chad,NA,NA,Moyen-Chari,Moyen-Chari,NA,NA
Chad,Chad,NA,NA,Logone Occidental,Logone Occidental,Lac Wey,Lac Wey
Chad,Chad,NA,NA,Logone Occidental,Logone Occidental,Dodje,Dodje
Chad,Chad,NA,NA,Logone Occidental,Logone Occidental,Gueni,Gueni
Chad,Chad,NA,NA,Logone Occidental,Logone Occidental,Ngourkosso,Ngourkosso
Chad,Chad,NA,NA,Logone Oriental,Logone Oriental,La Pende,La Pende
Chad,Chad,NA,NA,Logone Oriental,Logone Oriental,Kouh Est,Kouh Est
Chad,Chad,NA,NA,Logone Oriental,Logone Oriental,Kouh Ouest,Kouh Ouest
Chad,Chad,NA,NA,Logone Oriental,Logone Oriental,La nya,La Nya
Chad,Chad,NA,NA,Logone Oriental,Logone Oriental,La Nya Pende,La Nya Pende
Chad,Chad,NA,NA,Logone Oriental,Logone Oriental,Monts de Lam,Monts De Lam
Chad,Chad,NA,NA,Mandoul,Mandoul,Barh Sara,Barh Sara
Chad,Chad,NA,NA,Mandoul,Mandoul,Mandoul Oriental,Mandoul Oriental
Chad,Chad,NA,NA,Mandoul,Mandoul,Mandoul Occidental,Mandoul Occidental
Chad,Chad,NA,NA,Tandjile,Tandjile,Tandjile Centre,Tandjile Centre
Chad,Chad,NA,NA,Tandjile,Tandjile,Tandjile Ouest,Tandjile Ouest
Chad,Chad,NA,NA,Tandjile,Tandjile,Tandjile Est,Tandjile Est
Chad,Chad,NA,NA,Chari-Baguirmi,Chari-Baguirmi,Baguirmi,Baguirmi
Chad,Chad,NA,NA,Chari-Baguirmi,Chari-Baguirmi,Loug Chari,Loug Chari
Chad,Chad,NA,NA,Chari-Baguirmi,Chari-Baguirmi,Chari,Chari
Chad,Chad,NA,NA,Mayo Kebbi Est,Mayo-Kebbi Est,La Kabbia,La Kabbia
Chad,Chad,NA,NA,Mayo Kebbi Est,Mayo-Kebbi Est,Mayo Boneye,Mayo Boneye
Chad,Chad,NA,NA,Mayo Kebbi Est,Mayo-Kebbi Est,Mayo Lemye,Mayo Lemye
Chad,Chad,NA,NA,Mayo Kebbi Est,Mayo-Kebbi Est,Mont Illi,Mont Illi
Chad,Chad,NA,NA,Mayo-Kebbi Ouest,Mayo-Kebbi Ouest,Lac Lere,Lac Lere
Chad,Chad,NA,NA,Mayo-Kebbi Ouest,Mayo-Kebbi Ouest,Mayo-Binder,Mayo-Binder
Chad,Chad,NA,NA,Mayo-Kebbi Ouest,Mayo-Kebbi Ouest,Mayo Dallah,Mayo Dallah
Chad,Chad,NA,NA,Batha,Batha,Batha Ouest,Batha Ouest
Chad,Chad,NA,NA,Batha,Batha,Batha Est,Batha Est
Chad,Chad,NA,NA,Batha,Batha,Fittri,Fittri
Chad,Chad,NA,NA,Barh-El-Gazel,Barh El Gazal,Barh-El-Gazel Nord,Barh-El-Gazel Nord
Chad,Chad,NA,NA,Barh-El-Gazel,Barh El Gazal,Barh-El-Gazel Ouest,Barh-El-Gazel Ouest
Chad,Chad,NA,NA,Barh-El-Gazel,Barh El Gazal,Barh-El-Gazel Sud,Barh-El-Gazel Sud
Chad,Chad,NA,NA,Kanem,Kanem,Nord Kanem,Nord Kanem
Chad,Chad,NA,NA,Kanem,Kanem,Wadi Bissam,Wadi Bissam
Chad,Chad,NA,NA,Kanem,Kanem,Kanem,Kanem
Chad,Chad,NA,NA,Hadjer-Lamis,Hadjer-Lamis,Dababa,Dababa
Chad,Chad,NA,NA,Hadjer-Lamis,Hadjer-Lamis,Dagana,Dagana
Chad,Chad,NA,NA,Hadjer-Lamis,Hadjer-Lamis,Haraze Al Biar,Haraze Al Biar
Chad,Chad,NA,NA,Salamat,Salamat,Bahr Azoum,Bahr Azoum
Chad,Chad,NA,NA,Salamat,Salamat,Aboudeia,Aboudeia
Chad,Chad,NA,NA,Salamat,Salamat,Haraze Mangueigne,Haraze Mangueigne
Chad,Chad,NA,NA,Moyen-Chari,Moyen-Chari,Bahr Koh,Bahr Koh
Chad,Chad,NA,NA,Moyen-Chari,Moyen-Chari,Grande Sido,Grande Sido
Chad,Chad,NA,NA,Moyen-Chari,Moyen-Chari,Lac Iro,Lac Iro
Chad,Chad,NA,NA,Sila,Sila,Djourf Al Ahmar,Djourf Al Ahmar
Chad,Chad,NA,NA,Sila,Sila,Kimiti,Kimiti
Chad,Chad,NA,NA,Guera,Guera,Abtouyour,Abtouyour
Chad,Chad,NA,NA,Guera,Guera,Guera,Guera
Chad,Chad,NA,NA,Guera,Guera,Mangalme,Mangalme
Chad,Chad,NA,NA,Guera,Guera,Barh Signaka,Barh Signaka
Chad,Chad,NA,NA,Lac,Lac,Mamdi,Mamdi
Chad,Chad,NA,NA,Lac,Lac,Wayi,Wayi
Chad,Chad,NA,NA,Ouaddai,Ouaddai,Abdi,Abdi
Chad,Chad,NA,NA,Ouaddai,Ouaddai,Assoungha,Assoungha
Chad,Chad,NA,NA,Ouaddai,Ouaddai,Ouara,Ouara
Chad,Chad,NA,NA,Wadi Fira,Wadi Fira,Biltine,Biltine
Chad,Chad,NA,NA,Wadi Fira,Wadi Fira,Dar Tama,Dar Tama
Chad,Chad,NA,NA,Wadi Fira,Wadi Fira,Iriba,Iriba
Chad,Chad,NA,NA,Wadi Fira,Wadi Fira,Megri,Megri
Chad,Chad,NA,NA,Ennedi-Est,Ennedi-Est,Am-Djarass,Am-Djarass
Chad,Chad,NA,NA,Ennedi-Est,Ennedi-Est,Wadi Hawar,Wadi Hawar
Chad,Chad,NA,NA,Ennedi Ouest,Ennedi-Ouest,Fada,Fada
Chad,Chad,NA,NA,Ennedi Ouest,Ennedi-Ouest,Mourtcha,Mourtcha
Chad,Chad,NA,NA,Borkou,Borkou,Borkou Yala,Borkou Yala
Chad,Chad,NA,NA,Borkou,Borkou,Borkou,Borkou
Chad,Chad,NA,NA,Lac,Lac,Fouli,Fouli
Chad,Chad,NA,NA,Lac,Lac,Kaya,Kaya
Chad,Chad,NA,NA,Wardi Fira,Wardi Fira,Biltine,Biltine
Chad,Chad,NA,NA,Wardi Fira,Wardi Fira,Dar Tama,Dar Tama
Chad,Chad,NA,NA,Wardi Fira,Wardi Fira,Iriba,Iriba
Chad,Chad,NA,NA,Wardi Fira,Wardi Fira,Megri,Megri
Chad,Chad,NA,NA,Hajer Lamis,Hajer Lamis,Dababa,Dababa
Chad,Chad,NA,NA,Hajer Lamis,Hajer Lamis,Dagana,Dagana
Chad,Chad,NA,NA,Hajer Lamis,Hajer Lamis,Haraze Al Biar,Haraze Al Biar
Chad,Chad,NA,NA,Moyen Chari,Moyen Chari,Bahr Koh,Bahr Koh
Chad,Chad,NA,NA,Moyen Chari,Moyen Chari,Grande Sido,Grande Sido
Chad,Chad,NA,NA,Moyen Chari,Moyen Chari,Lac Iro,Lac Iro
Chad,Chad,NA,NA,Logone Oriental,Logone Oriental,La Nya,La Nya
Chad,Chad,NA,NA,Chari-Baguirmi,Chari-Baguirmi,BAGUIRMI,Baguirmi
Chad,Chad,NA,NA,Chari-Baguirmi,Chari-Baguirmi,LOUG CHARI,Loug Chari
Chad,Chad,NA,NA,Mayo-Kebbi est,Mayo-Kebbi Est,Mayo Boneye,Mayo Boneye
Chad,Chad,NA,NA,Mayo-Kebbi est,Mayo-Kebbi Est,La Kabbia,La Kabbia
Chad,Chad,NA,NA,Mayo-Kebbi est,Mayo-Kebbi Est,Mayo Lemye,Mayo Lemye
Chad,Chad,NA,NA,Mayo-Kebbi est,Mayo-Kebbi Est,MONT ILLI,Mont Illi
Chad,Chad,NA,NA,Mayo-Kebbi Ouest,Mayo-Kebbi Ouest,MAYO DALLAH,Mayo Dallah
Chad,Chad,NA,NA,Mayo-Kebbi Ouest,Mayo-Kebbi Ouest,LAC LERE,Lac Lere
Chad,Chad,NA,NA,Tandjile,Tandjile,TANDJILE EST,Tandjile Est
Chad,Chad,NA,NA,Tandjile,Tandjile,TANDJILE CENTRE,Tandjile Centre
Chad,Chad,NA,NA,Tandjile,Tandjile,TANDJILE OUEST,Tandjile Ouest
Chad,Chad,NA,NA,Barh El Gazal,Barh El Gazal,Barh-El-Gazel Sud,Barh-El-Gazel Sud
Chad,Chad,NA,NA,Barh El Gazal,Barh El Gazal,Barh-El-Gazel Ouest,Barh-El-Gazel Ouest
Chad,Chad,NA,NA,Barh El Gazal,Barh El Gazal,Barh-El-Gazel Nord,Barh-El-Gazel Nord
Chad,Chad,NA,NA,Ennedi Est,Ennedi-Est,Am-Djarass,Am-Djarass
Chad,Chad,NA,NA,Ennedi Est,Ennedi-Est,Wadi Hawar,Wadi Hawar
Chad,Chad,NA,NA,Tibesti,Tibesti,Tibesti Est,Tibesti Est
Chad,Chad,NA,NA,Tibesti,Tibesti,Tibesti Ouest,Tibesti Ouest
Chad,Chad,NA,NA,BORKOU,Borkou,Borkou,Borkou
Chad,Chad,NA,NA,BORKOU,Borkou,Borkou Yala,Borkou Yala
Chad,Chad,NA,NA,ENNEDI EST,Ennedi-Est,Am-Djarass,Am-Djarass
Chad,Chad,NA,NA,ENNEDI EST,Ennedi-Est,Wadi Hawar,Wadi Hawar
Chad,Chad,NA,NA,ENNEDI OUEST,Ennedi-Ouest,Fada,Fada
Chad,Chad,NA,NA,ENNEDI OUEST,Ennedi-Ouest,Mourtcha,Mourtcha
Chad,Chad,NA,NA,TIBESTI,Tibesti,Tibesti Est,Tibesti Est
Chad,Chad,NA,NA,TIBESTI,Tibesti,Tibesti Ouest,Tibesti Ouest
TOGO,Togo,NA,NA,Centrale,Centrale,Blitta,Blitta
TOGO,Togo,NA,NA,Centrale,Centrale,Plaine de Mô,Plaine De Mo
TOGO,Togo,NA,NA,Centrale,Centrale,Sotouboua,Sotouboua
TOGO,Togo,NA,NA,Centrale,Centrale,Tchamba,Tchamba
TOGO,Togo,NA,NA,Centrale,Centrale,Tchaoudjo,Tchaoudjo
TOGO,Togo,NA,NA,Kara,Kara,Assoli,Assoli
TOGO,Togo,NA,NA,Kara,Kara,Bassar,Bassar
TOGO,Togo,NA,NA,Kara,Kara,Binah,Binah
TOGO,Togo,NA,NA,Kara,Kara,Dankpen,Dankpen
TOGO,Togo,NA,NA,Kara,Kara,Doufelgou,Doufelgou
TOGO,Togo,NA,NA,Kara,Kara,Keran,Keran
TOGO,Togo,NA,NA,Kara,Kara,Kozah,Kozah
TOGO,Togo,NA,NA,Maritime,Maritime,Agoè-Nyivé,Agoe-Nyive
TOGO,Togo,NA,NA,Maritime,Maritime,Ave,Ave
TOGO,Togo,NA,NA,Maritime,Maritime,Bas-Mono,Bas-Mono
TOGO,Togo,NA,NA,Maritime,Maritime,Golfe,Golfe
TOGO,Togo,NA,NA,Maritime,Maritime,Lacs,Lacs
TOGO,Togo,NA,NA,Maritime,Maritime,Lome Commune,Lome Commune
TOGO,Togo,NA,NA,Maritime,Maritime,Vo,Vo
TOGO,Togo,NA,NA,Maritime,Maritime,Yoto,Yoto
TOGO,Togo,NA,NA,Maritime,Maritime,Zio,Zio
TOGO,Togo,NA,NA,Plateaux,Plateaux,Agou,Agou
TOGO,Togo,NA,NA,Plateaux,Plateaux,Akébou,Akebou
TOGO,Togo,NA,NA,Plateaux,Plateaux,Amou,Amou
TOGO,Togo,NA,NA,Plateaux,Plateaux,Anié,Anie
TOGO,Togo,NA,NA,Plateaux,Plateaux,Danyi,Danyi
TOGO,Togo,NA,NA,Plateaux,Plateaux,Est-Mono,Est-Mono
TOGO,Togo,NA,NA,Plateaux,Plateaux,Haho,Haho
TOGO,Togo,NA,NA,Plateaux,Plateaux,Kloto,Kloto
TOGO,Togo,NA,NA,Plateaux,Plateaux,Kpélé,Kpele
TOGO,Togo,NA,NA,Plateaux,Plateaux,Moyen-Mono,Moyen-Mono
TOGO,Togo,NA,NA,Plateaux,Plateaux,Ogou,Ogou
TOGO,Togo,NA,NA,Plateaux,Plateaux,Wawa,Wawa
TOGO,Togo,NA,NA,Savanes,Savanes,Cinkassé,Cinkasse
TOGO,Togo,NA,NA,Savanes,Savanes,Kpendjal,Kpendjal
TOGO,Togo,NA,NA,Savanes,Savanes,Oti,Oti
TOGO,Togo,NA,NA,Savanes,Savanes,Tandjouare,Tandjouare
TOGO,Togo,NA,NA,Savanes,Savanes,Tone,Tone
TOGO,Togo,NA,NA,Savanes,Savanes,Kpendjal-Ouest,Kpendjal-Ouest
TOGO,Togo,NA,NA,Savanes,Savanes,Oti-Sud,Oti-Sud
Togo,Togo,NA,NA,Maritime,Maritime,AVE,Ave
Togo,Togo,NA,NA,Maritime,Maritime,ZIO,Zio
Togo,Togo,NA,NA,Maritime,Maritime,YOTO,Yoto
Togo,Togo,NA,NA,Maritime,Maritime,VO,Vo
Togo,Togo,NA,NA,Maritime,Maritime,BAS - MONO,Bas - Mono
Togo,Togo,NA,NA,Maritime,Maritime,LACS,Lacs
Togo,Togo,NA,NA,PLATEAUX,Plateaux,AGOU,Agou
Togo,Togo,NA,NA,PLATEAUX,Plateaux,KLOTO,Kloto
Togo,Togo,NA,NA,PLATEAUX,Plateaux,KPELE,Kpele
Togo,Togo,NA,NA,PLATEAUX,Plateaux,DANYI,Danyi
Togo,Togo,NA,NA,PLATEAUX,Plateaux,AMOU,Amou
Togo,Togo,NA,NA,PLATEAUX,Plateaux,WAWA,Wawa
Togo,Togo,NA,NA,PLATEAUX,Plateaux,AKEBOU,Akebou
Togo,Togo,NA,NA,PLATEAUX,Plateaux,OGOU,Ogou
Togo,Togo,NA,NA,PLATEAUX,Plateaux,ANIE,Anie
Togo,Togo,NA,NA,PLATEAUX,Plateaux,EST -MONO,Est -Mono
Togo,Togo,NA,NA,PLATEAUX,Plateaux,MOYEN - MONO,Moyen - Mono
Togo,Togo,NA,NA,PLATEAUX,Plateaux,HAHO,Haho
Togo,Togo,NA,NA,CENTRALE,Centrale,BLITTA,Blitta
Togo,Togo,NA,NA,CENTRALE,Centrale,SOTOUBOUA,Sotouboua
Togo,Togo,NA,NA,CENTRALE,Centrale,TCHAMBA,Tchamba
Togo,Togo,NA,NA,CENTRALE,Centrale,TCHAOUDJO,Tchaoudjo
Togo,Togo,NA,NA,CENTRALE,Centrale,PLAINE DE MO,Plaine De Mo
Togo,Togo,NA,NA,KARA,Kara,ASSOLI,Assoli
Togo,Togo,NA,NA,KARA,Kara,BASSAR,Bassar
Togo,Togo,NA,NA,KARA,Kara,BINAH,Binah
Togo,Togo,NA,NA,KARA,Kara,DANKPEN,Dankpen
Togo,Togo,NA,NA,KARA,Kara,KOZAH,Kozah
Togo,Togo,NA,NA,KARA,Kara,DOUFELGOU,Doufelgou
Togo,Togo,NA,NA,KARA,Kara,KERAN,Keran
Togo,Togo,NA,NA,SAVANES,Savanes,OTI,Oti
Togo,Togo,NA,NA,SAVANES,Savanes,KPENDJAL,Kpendjal
Togo,Togo,NA,NA,SAVANES,Savanes,TANDJOUARE,Tandjouare
Togo,Togo,NA,NA,SAVANES,Savanes,CINKASSE,Cinkasse
Togo,Togo,NA,NA,SAVANES,Savanes,TONE,Tone
